0.00, -39.00,
0.00, -39.00,
0.00, -36.70,
0.00, -34.00,
0.00, -34.00,
0.00, -20.00,
0.00, -20.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.80, -15.20,
0.50, -24.60,
0.00, -20.00,
0.00, -20.00,
0.00, -22.00,
0.00, -23.20,
0.00, -23.10,
0.00, -24.00,
0.00, -23.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -26.00,
0.00, -26.00,
0.70, -21.40,
0.70, -20.60,
0.00, -33.00,
0.00, -33.00,
0.00, -28.00,
0.00, -28.00,
0.00, -20.00,
0.00, -28.00,
0.00, -21.70,
0.20, -29.40,
0.20, -27.90,
0.00, -35.60,
0.20, -27.90,
0.30, -26.90,
0.10, -29.00,
0.30, -21.80,
0.10, -23.00,
0.00, -21.50,
0.00, -20.00,
0.00, -20.00,
0.10, -20.90,
0.00, -20.00,
0.00, -20.00,
0.00, -20.00,
0.00, -28.00,
0.00, -28.00,
0.00, -28.00,
0.00, -28.00,
0.00, -28.00,
0.10, -25.80,
0.00, -28.00,
0.20, -23.70,
0.00, -21.70,
0.00, -22.90,
0.00, -23.20,
0.00, -24.60,
0.40, -17.60,
0.10, -28.20,
0.50, -17.00,
0.20, -19.20,
0.20, -25.40,
0.30, -19.60,
0.30, -27.80,
0.30, -23.50,
0.10, -33.10,
0.00, -25.60,
0.10, -22.80,
0.10, -22.80,
0.10, -26.20,
0.00, -33.40,
0.50, -18.80,
0.30, -22.20,
0.00, -20.00,
0.30, -25.90,
0.50, -18.90,
0.00, -31.50,
0.00, -21.90,
0.00, -31.20,
0.00, -29.50,
0.00, -24.70,
0.00, -30.70,
0.00, -26.70,
0.00, -30.60,
0.00, -31.20,
0.00, -31.70,
0.30, -27.40,
0.00, -24.30,
0.00, -26.00,
0.00, -30.80,
0.00, -29.60,
0.00, -30.60,
0.00, -27.50,
0.00, -21.70,
0.00, -28.30,
0.00, -25.10,
0.00, -29.30,
0.00, -31.90,
0.00, -24.10,
0.00, -29.30,
0.00, -25.60,
0.00, -32.00,
0.00, -26.60,
0.00, -24.70,
0.00, -20.80,
0.00, -20.00,
0.00, -20.00,
0.00, -20.00,
0.00, -21.10,
0.20, -23.50,
0.40, -17.80,
0.00, -20.00,
0.10, -18.80,
0.00, -28.90,
0.00, -20.00,
0.30, -24.80,
0.60, -15.00,
0.10, -27.80,
0.10, -30.20,
0.30, -24.10,
0.00, -29.70,
0.00, -33.40,
0.10, -25.90,
0.00, -33.20,
0.10, -18.80,
0.40, -22.90,
0.20, -27.10,
0.10, -23.40,
0.10, -28.20,
0.00, -32.50,
0.20, -23.20,
0.50, -15.50,
0.10, -23.70,
0.00, -20.80,
0.10, -22.90,
0.30, -22.50,
0.10, -28.30,
0.30, -22.00,
0.20, -24.40,
0.10, -30.50,
0.10, -22.50,
0.30, -21.60,
