0.00, -20.00,
0.00, -20.00,
0.00, -21.80,
0.00, -20.00,
0.00, -20.00,
0.00, -20.00,
0.00, -20.00,
0.00, -20.00,
0.00, -20.00,
0.10, -25.80,
0.30, -23.00,
0.00, -20.00,
0.20, -25.90,
0.00, -20.00,
0.20, -25.20,
0.00, -23.70,
0.10, -23.30,
0.00, -25.10,
0.10, -18.30,
0.20, -16.60,
0.70, -15.90,
0.20, -25.20,
0.40, -19.70,
0.50, -16.00,
0.00, -25.10,
0.10, -18.50,
0.30, -26.60,
0.00, -22.10,
0.00, -30.30,
0.00, -20.00,
0.00, -21.50,
0.20, -21.10,
0.20, -19.30,
0.50, -16.20,
0.40, -14.30,
0.20, -16.70,
0.40, -14.80,
0.20, -20.80,
0.50, -14.10,
0.30, -15.50,
0.30, -15.70,
0.20, -20.60,
0.60, -13.10,
0.10, -20.10,
0.30, -18.20,
0.50, -14.50,
0.20, -18.30,
0.40, -15.20,
0.50, -13.90,
0.20, -22.40,
0.80, -9.20,
0.70, -12.10,
0.70, -11.40,
0.30, -20.30,
0.80, -10.20,
0.20, -17.30,
0.60, -13.50,
0.60, -14.70,
0.20, -26.80,
0.60, -16.00,
0.30, -16.10,
0.80, -9.80,
0.30, -16.80,
0.30, -16.30,
0.30, -18.10,
0.50, -16.60,
0.50, -12.70,
0.30, -15.80,
0.40, -17.50,
0.60, -14.00,
0.60, -13.00,
0.40, -17.80,
0.20, -19.80,
0.60, -15.80,
0.40, -16.00,
0.20, -19.10,
0.20, -19.00,
0.40, -15.30,
0.60, -12.50,
0.70, -11.20,
0.30, -20.70,
0.40, -18.20,
0.50, -18.60,
0.70, -13.80,
0.40, -14.80,
0.80, -12.70,
0.90, -7.70,
0.70, -12.20,
0.80, -9.60,
1.00, -7.00,
0.80, -10.70,
0.80, -10.60,
0.70, -10.50,
1.00, -6.10,
0.80, -11.30,
0.80, -10.20,
0.90, -9.60,
1.00, -6.70,
0.60, -13.70,
0.20, -22.80,
0.80, -12.10,
0.70, -12.80,
0.80, -10.90,
0.90, -8.00,
1.00, -7.70,
0.80, -10.80,
0.90, -7.50,
1.00, -6.60,
0.80, -10.80,
0.70, -10.10,
0.70, -11.80,
0.90, -6.60,
0.70, -15.20,
1.00, -6.70,
0.90, -9.70,
0.70, -10.90,
0.90, -8.90,
0.70, -9.70,
0.90, -8.60,
0.80, -11.20,
1.00, -8.10,
1.00, -7.30,
0.80, -10.30,
0.90, -9.80,
0.90, -8.40,
0.90, -8.80,
1.00, -6.00,
1.00, -6.00,
1.00, -7.00,
1.00, -6.40,
1.00, -7.50,
1.00, -6.40,
1.00, -6.80,
1.00, -6.10,
1.00, -6.60,
0.90, -8.80,
0.90, -8.20,
1.00, -7.90,
1.00, -6.00,
1.00, -5.80,
1.00, -6.60,
1.00, -5.60,
1.00, -4.90,
1.00, -6.40,
1.00, -5.80,
1.00, -5.90,
1.00, -5.40,
1.00, -6.00,
1.00, -5.70,
1.00, -5.70,
1.00, -6.30,
1.00, -6.40,
1.00, -5.60,
1.00, -6.10,
1.00, -6.40,
1.00, -6.10,
1.00, -5.60,
1.00, -6.60,
1.00, -6.40,
1.00, -4.90,
1.00, -6.20,
1.00, -4.50,
1.00, -5.30,
1.00, -5.80,
1.00, -5.70,
1.00, -6.30,
1.00, -6.80,
1.00, -5.80,
1.00, -6.30,
1.00, -6.20,
1.00, -5.50,
1.00, -5.60,
1.00, -5.80,
1.00, -5.50,
1.00, -6.00,
0.90, -8.10,
1.00, -6.10,
1.00, -5.60,
1.00, -5.60,
1.00, -5.60,
