0.00, -26.00,
0.00, -26.00,
0.00, -26.00,
0.00, -28.00,
0.00, -34.00,
0.00, -34.00,
0.00, -28.00,
0.00, -20.00,
0.00, -31.90,
0.10, -23.20,
0.80, -13.80,
0.80, -12.00,
1.00, -10.90,
1.00, -7.40,
0.70, -12.50,
0.80, -11.80,
0.80, -12.30,
0.50, -15.50,
0.30, -18.10,
0.90, -12.60,
1.00, -7.70,
0.90, -9.40,
0.90, -10.00,
1.00, -6.50,
1.00, -8.40,
0.80, -10.20,
0.80, -13.70,
0.60, -15.70,
1.00, -8.50,
0.90, -10.70,
0.90, -8.60,
1.00, -8.70,
1.00, -6.70,
1.00, -7.10,
1.00, -7.90,
1.00, -6.60,
1.00, -7.80,
1.00, -6.00,
1.00, -6.70,
1.00, -6.10,
1.00, -5.80,
1.00, -6.50,
1.00, -6.60,
1.00, -6.80,
1.00, -5.70,
1.00, -5.90,
1.00, -6.50,
1.00, -6.00,
1.00, -6.10,
1.00, -7.70,
1.00, -7.20,
1.00, -5.60,
1.00, -5.70,
1.00, -7.80,
1.00, -7.10,
0.90, -7.90,
1.00, -7.10,
1.00, -5.80,
1.00, -5.80,
1.00, -6.70,
1.00, -6.00,
0.90, -8.90,
1.00, -5.90,
1.00, -7.50,
1.00, -7.10,
1.00, -8.40,
0.90, -9.00,
0.80, -9.10,
1.00, -5.50,
1.00, -6.80,
0.90, -9.30,
1.00, -7.00,
1.00, -6.50,
1.00, -7.90,
1.00, -6.20,
1.00, -5.90,
1.00, -5.70,
1.00, -9.70,
1.00, -6.00,
1.00, -6.80,
1.00, -6.60,
1.00, -5.80,
1.00, -5.30,
1.00, -5.20,
1.00, -7.80,
1.00, -6.90,
1.00, -6.20,
1.00, -5.70,
1.00, -7.50,
1.00, -5.00,
1.00, -6.60,
1.00, -5.00,
1.00, -5.00,
1.00, -7.70,
0.90, -8.80,
0.90, -9.50,
1.00, -6.70,
1.00, -6.50,
0.90, -8.00,
1.00, -7.60,
1.00, -5.80,
1.00, -6.90,
1.00, -5.10,
0.90, -9.40,
1.00, -6.30,
0.80, -8.20,
1.00, -5.70,
0.90, -9.40,
1.00, -6.60,
1.00, -7.60,
1.00, -6.40,
1.00, -5.60,
1.00, -6.70,
1.00, -6.70,
1.00, -5.90,
1.00, -6.60,
