0.00, -31.10,
0.00, -21.80,
0.00, -21.90,
0.00, -20.00,
0.00, -28.50,
0.00, -27.30,
0.00, -28.10,
0.00, -20.00,
0.00, -20.00,
0.00, -20.00,
0.40, -18.00,
0.60, -16.50,
0.30, -18.40,
0.00, -34.30,
0.20, -29.30,
0.10, -32.00,
0.00, -30.50,
0.00, -29.20,
0.00, -28.50,
0.00, -23.70,
0.00, -20.00,
0.00, -21.90,
0.40, -17.50,
0.30, -17.80,
0.30, -18.30,
0.10, -34.40,
0.20, -32.10,
0.20, -32.30,
0.00, -24.90,
0.00, -24.90,
0.00, -24.70,
