0.00, -23.00,
0.00, -23.00,
0.00, -23.00,
0.00, -23.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.10, -25.80,
0.10, -25.80,
0.30, -21.30,
0.10, -25.60,
0.40, -18.10,
0.10, -25.80,
0.10, -25.80,
0.00, -28.00,
0.10, -25.80,
0.00, -28.00,
0.10, -25.90,
0.10, -25.60,
0.50, -16.80,
0.00, -28.00,
0.30, -21.30,
0.00, -22.00,
0.00, -22.00,
0.00, -22.00,
0.60, -16.10,
0.00, -20.00,
0.30, -18.90,
0.40, -16.60,
1.00, -11.00,
0.90, -12.80,
0.40, -16.10,
1.00, -8.80,
1.00, -7.60,
0.90, -11.30,
1.00, -9.70,
0.80, -14.40,
0.90, -9.90,
1.00, -8.50,
1.00, -6.70,
1.00, -5.30,
1.00, -7.30,
1.00, -7.50,
1.00, -8.20,
1.00, -5.70,
1.00, -6.60,
1.00, -7.00,
1.00, -5.60,
1.00, -5.90,
1.00, -7.10,
1.00, -7.10,
1.00, -5.60,
1.00, -7.20,
1.00, -6.20,
1.00, -6.40,
1.00, -5.10,
1.00, -5.60,
1.00, -5.70,
1.00, -6.20,
1.00, -5.40,
1.00, -4.90,
1.00, -6.10,
1.00, -5.80,
1.00, -6.30,
1.00, -5.30,
1.00, -6.60,
1.00, -6.00,
1.00, -5.80,
1.00, -5.90,
1.00, -5.70,
1.00, -5.60,
1.00, -6.20,
1.00, -5.60,
1.00, -5.90,
1.00, -5.80,
1.00, -5.10,
1.00, -5.20,
1.00, -5.90,
1.00, -5.30,
1.00, -5.70,
1.00, -5.40,
1.00, -5.70,
1.00, -5.90,
1.00, -6.20,
1.00, -6.00,
1.00, -4.70,
1.00, -5.30,
1.00, -5.90,
1.00, -7.00,
1.00, -5.30,
1.00, -5.40,
1.00, -5.40,
1.00, -5.60,
1.00, -5.80,
1.00, -5.20,
1.00, -5.40,
1.00, -5.50,
1.00, -5.80,
1.00, -5.60,
1.00, -6.20,
1.00, -5.20,
1.00, -5.00,
1.00, -5.30,
1.00, -5.70,
1.00, -4.90,
1.00, -6.50,
1.00, -5.40,
1.00, -5.30,
1.00, -6.10,
0.00, -26.00,
1.00, -6.60,
1.00, -5.80,
1.00, -5.50,
1.00, -5.90,
1.00, -6.00,
1.00, -5.70,
0.90, -8.50,
1.00, -6.20,
1.00, -5.50,
0.90, -7.70,
1.00, -5.70,
1.00, -6.10,
1.00, -5.90,
1.00, -6.30,
0.90, -7.60,
1.00, -5.50,
1.00, -5.50,
1.00, -6.50,
1.00, -4.60,
1.00, -5.70,
1.00, -5.40,
1.00, -5.10,
1.00, -5.40,
1.00, -6.10,
1.00, -5.40,
1.00, -5.50,
1.00, -5.90,
1.00, -5.40,
1.00, -5.30,
1.00, -4.80,
1.00, -5.50,
1.00, -5.00,
1.00, -5.40,
1.00, -5.60,
1.00, -5.20,
1.00, -5.50,
1.00, -4.80,
1.00, -5.70,
1.00, -5.60,
1.00, -5.60,
1.00, -5.00,
1.00, -5.00,
1.00, -5.20,
1.00, -5.40,
1.00, -5.20,
1.00, -5.50,
1.00, -5.00,
1.00, -5.90,
1.00, -5.60,
1.00, -4.70,
1.00, -4.90,
1.00, -5.80,
1.00, -5.90,
1.00, -5.20,
1.00, -5.50,
1.00, -4.90,
1.00, -5.60,
1.00, -5.70,
1.00, -5.00,
1.00, -4.70,
1.00, -5.90,
1.00, -5.00,
1.00, -5.30,
1.00, -4.90,
1.00, -5.40,
1.00, -5.20,
1.00, -5.00,
1.00, -5.50,
1.00, -5.00,
1.00, -4.20,
1.00, -5.50,
1.00, -4.90,
1.00, -5.30,
1.00, -4.90,
1.00, -5.80,
1.00, -4.90,
1.00, -5.40,
1.00, -5.20,
1.00, -5.40,
1.00, -5.50,
1.00, -5.00,
1.00, -5.50,
1.00, -4.70,
1.00, -5.20,
1.00, -5.90,
1.00, -5.70,
1.00, -5.90,
1.00, -5.20,
1.00, -5.30,
1.00, -4.90,
1.00, -5.20,
1.00, -5.10,
1.00, -5.40,
1.00, -5.40,
1.00, -5.20,
1.00, -5.20,
1.00, -4.80,
1.00, -5.10,
1.00, -4.90,
1.00, -4.10,
1.00, -4.50,
1.00, -5.10,
1.00, -5.20,
1.00, -5.30,
1.00, -5.10,
0.90, -7.40,
1.00, -5.30,
1.00, -5.70,
1.00, -4.70,
1.00, -5.20,
1.00, -5.30,
1.00, -6.00,
1.00, -6.00,
1.00, -5.30,
1.00, -5.30,
1.00, -4.60,
1.00, -4.80,
1.00, -5.00,
1.00, -4.00,
1.00, -4.70,
1.00, -5.40,
1.00, -5.30,
1.00, -5.20,
1.00, -5.40,
1.00, -5.20,
1.00, -5.70,
1.00, -5.60,
1.00, -5.40,
1.00, -5.10,
1.00, -4.80,
1.00, -5.40,
1.00, -5.30,
1.00, -5.60,
1.00, -5.70,
1.00, -5.50,
1.00, -5.00,
1.00, -4.90,
1.00, -5.00,
1.00, -4.70,
1.00, -5.70,
1.00, -4.60,
1.00, -4.80,
1.00, -5.40,
1.00, -5.00,
1.00, -4.70,
1.00, -5.70,
1.00, -5.30,
1.00, -5.20,
1.00, -5.70,
1.00, -6.00,
1.00, -4.70,
1.00, -4.80,
1.00, -5.00,
1.00, -5.40,
1.00, -5.00,
1.00, -5.10,
1.00, -4.90,
1.00, -4.80,
1.00, -5.60,
1.00, -4.90,
1.00, -4.40,
1.00, -5.00,
1.00, -5.30,
1.00, -5.70,
1.00, -4.70,
1.00, -5.20,
1.00, -5.20,
1.00, -5.70,
1.00, -4.80,
1.00, -5.50,
1.00, -4.60,
1.00, -5.10,
1.00, -4.90,
1.00, -5.40,
1.00, -4.90,
1.00, -5.10,
1.00, -5.00,
1.00, -5.00,
1.00, -5.30,
1.00, -4.90,
1.00, -5.10,
1.00, -5.30,
1.00, -4.70,
1.00, -5.70,
1.00, -4.50,
1.00, -4.80,
1.00, -5.30,
1.00, -5.70,
1.00, -4.70,
1.00, -5.10,
1.00, -5.30,
1.00, -5.10,
1.00, -5.30,
1.00, -5.50,
1.00, -6.00,
1.00, -5.10,
1.00, -5.00,
1.00, -5.40,
1.00, -5.50,
1.00, -5.00,
1.00, -5.40,
1.00, -5.20,
1.00, -4.80,
1.00, -5.00,
1.00, -4.70,
1.00, -6.00,
1.00, -5.20,
1.00, -5.20,
1.00, -5.80,
1.00, -4.50,
1.00, -5.10,
1.00, -5.00,
1.00, -5.20,
1.00, -4.60,
1.00, -5.90,
1.00, -4.90,
1.00, -5.40,
1.00, -4.70,
1.00, -4.80,
1.00, -4.70,
1.00, -5.60,
1.00, -5.80,
1.00, -5.00,
1.00, -4.90,
1.00, -5.10,
1.00, -4.60,
1.00, -5.20,
1.00, -4.90,
1.00, -5.50,
1.00, -4.50,
1.00, -4.80,
1.00, -4.90,
1.00, -5.20,
1.00, -4.70,
1.00, -4.80,
1.00, -4.90,
1.00, -5.20,
1.00, -5.40,
1.00, -5.10,
1.00, -4.40,
1.00, -4.90,
1.00, -4.60,
1.00, -5.30,
1.00, -4.90,
1.00, -5.20,
1.00, -4.90,
1.00, -4.60,
1.00, -5.40,
1.00, -4.60,
1.00, -5.40,
1.00, -5.00,
1.00, -4.90,
1.00, -5.10,
1.00, -5.20,
1.00, -4.90,
1.00, -5.40,
1.00, -5.20,
1.00, -5.00,
1.00, -5.10,
1.00, -4.60,
1.00, -5.00,
1.00, -5.20,
1.00, -5.10,
1.00, -5.20,
1.00, -5.40,
1.00, -5.00,
1.00, -5.30,
1.00, -5.10,
1.00, -5.50,
1.00, -5.40,
1.00, -4.40,
1.00, -4.60,
1.00, -5.00,
1.00, -5.20,
1.00, -5.10,
1.00, -4.40,
1.00, -5.20,
1.00, -5.70,
1.00, -4.50,
1.00, -5.60,
1.00, -5.40,
1.00, -4.70,
1.00, -4.80,
1.00, -4.70,
1.00, -5.20,
1.00, -4.70,
1.00, -4.60,
1.00, -4.80,
1.00, -5.50,
1.00, -4.80,
1.00, -4.80,
1.00, -4.40,
1.00, -5.10,
1.00, -4.60,
1.00, -4.60,
1.00, -5.20,
1.00, -4.50,
1.00, -5.20,
1.00, -5.20,
1.00, -5.00,
1.00, -5.30,
1.00, -5.30,
1.00, -4.90,
1.00, -4.60,
1.00, -4.90,
1.00, -5.10,
1.00, -4.80,
1.00, -5.30,
1.00, -4.20,
1.00, -4.90,
1.00, -5.00,
1.00, -5.20,
1.00, -5.10,
1.00, -5.40,
1.00, -4.70,
1.00, -5.10,
1.00, -5.10,
1.00, -4.80,
1.00, -5.50,
1.00, -5.00,
1.00, -5.10,
1.00, -4.90,
1.00, -4.20,
1.00, -5.20,
1.00, -4.90,
1.00, -5.30,
1.00, -5.40,
1.00, -4.50,
1.00, -5.40,
1.00, -5.10,
1.00, -4.70,
1.00, -5.00,
1.00, -5.20,
1.00, -5.00,
1.00, -5.30,
1.00, -4.90,
1.00, -5.10,
1.00, -4.30,
1.00, -5.30,
1.00, -4.40,
1.00, -5.10,
1.00, -5.40,
1.00, -5.20,
1.00, -4.80,
1.00, -4.70,
1.00, -5.30,
1.00, -4.50,
1.00, -5.10,
1.00, -5.40,
1.00, -4.80,
1.00, -5.00,
1.00, -4.20,
1.00, -4.50,
1.00, -5.00,
1.00, -4.80,
1.00, -4.70,
1.00, -4.80,
1.00, -5.00,
1.00, -4.00,
1.00, -5.00,
1.00, -5.20,
1.00, -5.00,
1.00, -5.00,
1.00, -4.50,
1.00, -5.10,
1.00, -4.40,
